Postcode,ABSTUDY_Living_allowance,ABSTUDY_Non_living_allowance,Age_Pension,Austudy,Carer_Allowance,Carer_Allowance_Child_Health_Care_Card_only,Carer_Payment,Commonwealth_Seniors_Health_Card,Double_Orphan_Pension,Disability_Support_Pension,Family_Tax_Benefit_Part_A,Family_Tax_Benefit_Part_B,Health_Care_Card,Low_Income_Card,Newstart_Allowance,Parenting_Payment_Partnered,Parenting_Payment_Single,Partner_Allowance,Pensioner_Concession_Card,Sickness_Allowance,Special_Benefit,Wife_Pension_Partner_on_Age_Pension,Wife_Pension_Partner_on_Disability_Support_Pension,Widow_Allowance,Widow_B_Pension,Youth_Allowance_other,Youth_Allowance_student_and_apprentice
6153,<20,<20,"1,407",25,204,<20,46,645,<20,254,489,468,542,181,205,<20,59,<20,"1,848",<20,<20,<20,<20,<20,<20,23,163
6154,<20,<20,"1,171",<20,127,<20,23,272,<20,113,298,274,287,101,92,<20,34,<20,"1,372",<20,<20,<20,<20,<20,<20,<20,80
6155,<20,<20,"2,725",62,609,42,143,482,<20,459,"2,416","2,290","1,981",627,517,90,230,<20,"3,735",<20,<20,<20,<20,40,<20,62,466
6156,<20,<20,"1,599",29,274,<20,94,374,<20,383,611,609,647,179,278,<20,132,<20,"2,310",<20,<20,<20,<20,<20,<20,32,149
6157,<20,<20,"1,447",38,176,<20,54,261,<20,317,455,469,468,138,207,<20,63,<20,"1,976",<20,<20,<20,<20,<20,<20,28,120
6158,<20,<20,578,<20,64,<20,<20,142,<20,131,186,176,227,63,115,<20,28,<20,784,<20,<20,<20,<20,<20,<20,<20,72
6159,<20,<20,232,<20,20,<20,<20,76,<20,88,84,85,111,39,67,<20,24,<20,371,<20,<20,<20,<20,<20,<20,<20,35
6160,<20,<20,742,45,99,<20,31,133,<20,482,244,239,606,137,459,<20,51,<20,"1,415",<20,<20,<20,<20,<20,<20,26,121
6161,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
6162,<20,<20,"1,204",59,192,<20,57,182,<20,462,480,456,574,160,307,26,97,<20,"1,915",<20,<20,<20,<20,<20,<20,37,115
6163,<20,32,"5,962",122,"1,045",37,363,544,<20,"1,710","2,669","2,516","2,613",614,"1,377",125,504,<20,"9,027",<20,<20,35,30,44,<20,170,495
6164,<20,24,"2,254",73,740,72,210,230,<20,934,"3,129","3,113","2,151",486,828,89,488,<20,"4,244",<20,<20,<20,<20,35,<20,126,354
6165,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,37,<20,<20,<20,<20,<20,<20,<20,<20
6166,<20,<20,856,<20,187,<20,44,153,<20,190,323,295,289,73,136,<20,46,<20,"1,172",<20,<20,<20,<20,<20,<20,21,59
6167,<20,23,"2,080",30,542,38,194,68,<20,"1,003","2,225","2,110","1,634",220,819,128,489,<20,"4,084",<20,<20,<20,<20,27,<20,158,127
6168,<20,<20,"3,862",36,681,<20,247,182,<20,"1,061","1,692","1,672","1,577",256,908,80,429,<20,"5,925",<20,<20,20,<20,31,<20,154,139
6169,<20,20,"3,707",39,773,38,258,314,<20,"1,117","2,547","2,607","1,976",351,890,123,592,<20,"6,055",<20,<20,<20,20,38,<20,169,165
6170,<20,<20,323,<20,137,<20,40,<20,<20,171,697,690,458,75,222,26,153,<20,797,<20,<20,<20,<20,<20,<20,45,42
6171,<20,<20,985,<20,270,<20,72,117,<20,218,"1,342","1,417",666,94,231,40,213,<20,"1,577",<20,<20,<20,<20,<20,<20,35,71
6172,<20,<20,839,<20,268,27,87,74,<20,305,"1,111","1,100",716,115,251,37,240,<20,"1,566",<20,<20,<20,<20,<20,<20,69,63
6173,<20,<20,287,<20,128,<20,25,37,<20,81,624,683,301,50,78,<20,99,<20,546,<20,<20,<20,<20,<20,<20,29,30
6174,<20,<20,177,<20,41,<20,<20,<20,<20,42,173,172,128,23,54,<20,37,<20,295,<20,<20,<20,<20,<20,<20,<20,<20
6175,<20,<20,179,<20,44,<20,<20,<20,<20,44,205,215,150,26,66,<20,45,<20,304,<20,<20,<20,<20,<20,<20,<20,<20
6176,<20,<20,33,<20,<20,<20,<20,<20,<20,<20,28,33,24,<20,<20,<20,<20,<20,56,<20,<20,<20,<20,<20,<20,<20,<20
6180,<20,<20,281,<20,71,<20,<20,34,<20,82,304,319,176,<20,52,<20,58,<20,463,<20,<20,<20,<20,<20,<20,<20,<20
6181,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,27,25,24,<20,<20,<20,<20,<20,36,<20,<20,<20,<20,<20,<20,<20,<20
6201,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
6202,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
6207,<20,<20,63,<20,<20,<20,<20,<20,<20,27,32,28,35,<20,<20,<20,<20,<20,104,<20,<20,<20,<20,<20,<20,<20,<20
6208,<20,<20,"1,688",<20,276,<20,90,203,<20,353,664,696,575,89,302,41,182,<20,"2,438",<20,<20,<20,<20,<20,<20,47,26
6209,<20,<20,345,<20,56,<20,<20,27,<20,86,90,83,109,<20,59,<20,<20,<20,483,<20,<20,<20,<20,<20,<20,<20,<20
6210,<20,39,"10,656",79,"1,753",55,577,"1,004",<20,"2,646","4,289","4,259","3,751",629,"1,950",232,"1,104",53,"15,837",23,<20,22,33,88,<20,366,285
6211,<20,<20,752,<20,112,<20,34,96,<20,173,374,397,298,77,151,<20,111,<20,"1,148",<20,<20,<20,<20,<20,<20,26,<20
6213,<20,<20,72,<20,<20,<20,<20,<20,<20,25,50,61,36,<20,22,<20,<20,<20,128,<20,<20,<20,<20,<20,<20,<20,<20
6214,<20,<20,36,<20,<20,<20,<20,24,<20,<20,30,30,33,<20,<20,<20,<20,<20,81,<20,<20,<20,<20,<20,<20,<20,<20
6215,<20,<20,498,<20,99,<20,38,59,<20,153,241,265,210,26,137,<20,69,<20,827,<20,<20,<20,<20,<20,<20,<20,<20
6218,<20,<20,68,<20,<20,<20,<20,<20,<20,43,73,77,56,<20,42,<20,24,<20,163,<20,<20,<20,<20,<20,<20,<20,<20
6219,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
6220,<20,<20,644,<20,107,<20,40,74,<20,185,291,291,224,31,131,<20,50,<20,979,<20,<20,<20,<20,<20,<20,22,<20
6221,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,30,<20,<20,<20,<20,<20,<20,<20,<20
6223,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
6224,<20,<20,141,<20,29,<20,<20,24,<20,47,98,95,73,<20,37,<20,20,<20,233,<20,<20,<20,<20,<20,<20,<20,<20
6225,<20,<20,"1,082",<20,254,<20,111,77,<20,451,625,724,619,76,350,37,192,<20,"1,972",<20,<20,<20,<20,<20,<20,72,23
6226,<20,<20,22,<20,<20,<20,<20,<20,<20,<20,23,27,23,<20,<20,<20,<20,<20,50,<20,<20,<20,<20,<20,<20,<20,<20
6227,<20,<20,48,<20,<20,<20,<20,<20,<20,<20,37,45,25,<20,<20,<20,<20,<20,84,<20,<20,<20,<20,<20,<20,<20,<20
6228,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,27,<20,<20,<20,<20,<20,<20,<20,<20
6229,<20,<20,23,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,48,<20,<20,<20,<20,<20,<20,<20,<20
6230,<20,54,"4,273",63,817,28,318,435,<20,"1,517","2,963","2,944","2,538",392,"1,427",145,712,<20,"7,427",<20,<20,<20,<20,58,<20,294,168
6231,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
6232,<20,<20,"1,035",<20,199,<20,49,68,<20,207,684,705,459,88,201,33,132,<20,"1,534",<20,<20,<20,<20,<20,<20,36,33
6233,<20,<20,"1,270",<20,285,<20,78,193,<20,307,"1,078","1,146",722,129,292,49,225,<20,"1,998",<20,<20,<20,<20,<20,<20,56,40
6236,<20,<20,127,<20,23,<20,<20,42,<20,44,85,84,58,<20,27,<20,<20,<20,217,<20,<20,<20,<20,<20,<20,<20,<20
6237,<20,<20,205,<20,41,<20,<20,52,<20,50,134,117,99,20,51,<20,24,<20,305,<20,<20,<20,<20,<20,<20,<20,<20
6239,<20,<20,498,<20,82,<20,32,76,<20,121,274,239,201,30,104,<20,36,<20,734,<20,<20,<20,<20,<20,<20,<20,<20
6240,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
6243,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
6244,<20,<20,188,<20,34,<20,<20,65,<20,58,97,88,60,<20,32,<20,<20,<20,292,<20,<20,<20,<20,<20,<20,<20,<20
6251,<20,<20,25,<20,<20,<20,<20,<20,<20,20,25,<20,<20,<20,<20,<20,<20,<20,55,<20,<20,<20,<20,<20,<20,<20,<20
6252,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,25,<20,<20,<20,<20,<20,<20,<20,<20
6253,<20,<20,87,<20,<20,<20,<20,<20,<20,29,45,47,54,<20,31,<20,<20,<20,139,<20,<20,<20,<20,<20,<20,<20,<20
6254,<20,<20,85,<20,<20,<20,<20,<20,<20,29,47,45,50,<20,26,<20,<20,<20,143,<20,<20,<20,<20,<20,<20,<20,<20
6255,<20,<20,547,<20,83,<20,26,83,<20,150,256,245,188,32,97,<20,45,<20,804,<20,<20,<20,<20,<20,<20,<20,<20
6256,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
6258,<20,<20,749,<20,106,<20,49,129,<20,301,559,478,416,54,231,41,96,<20,"1,286",<20,<20,<20,<20,<20,<20,40,<20
6260,<20,<20,132,<20,21,<20,<20,42,<20,37,103,82,83,<20,41,<20,<20,<20,199,<20,<20,<20,<20,<20,<20,<20,<20
6262,<20,<20,90,<20,<20,<20,<20,26,<20,57,54,46,55,<20,32,<20,<20,<20,178,<20,<20,<20,<20,<20,<20,<20,<20
6271,<20,<20,322,<20,70,<20,30,43,<20,105,253,249,204,31,106,<20,58,<20,556,<20,<20,<20,<20,<20,<20,<20,<20
6275,<20,<20,208,<20,31,<20,<20,28,<20,71,92,68,71,<20,43,<20,<20,<20,319,<20,<20,<20,<20,<20,<20,<20,<20
6280,<20,20,"3,330",31,481,<20,148,487,<20,867,"1,981","1,746","1,352",204,712,113,368,<20,"5,044",<20,<20,<20,<20,24,<20,109,71
6281,<20,<20,466,<20,65,<20,<20,177,<20,101,408,344,233,40,88,<20,51,<20,680,<20,<20,<20,<20,<20,<20,<20,23
6282,<20,<20,57,<20,<20,<20,<20,50,<20,<20,70,49,49,<20,<20,<20,<20,<20,77,<20,<20,<20,<20,<20,<20,<20,<20
6284,<20,<20,79,<20,<20,<20,<20,48,<20,28,154,147,81,<20,28,<20,24,<20,141,<20,<20,<20,<20,<20,<20,<20,<20
6285,<20,<20,425,<20,80,<20,31,117,<20,195,742,623,476,54,215,54,94,<20,851,<20,<20,<20,<20,<20,<20,<20,<20
6286,<20,<20,32,<20,<20,<20,<20,27,<20,<20,35,26,26,<20,<20,<20,<20,<20,59,<20,<20,<20,<20,<20,<20,<20,<20
6288,<20,<20,29,<20,<20,<20,<20,<20,<20,<20,38,27,24,<20,<20,<20,<20,<20,50,<20,<20,<20,<20,<20,<20,<20,<20
6290,<20,<20,383,<20,27,<20,<20,71,<20,70,85,74,86,<20,59,<20,<20,<20,509,<20,<20,<20,<20,<20,<20,<20,<20
6302,<20,<20,530,<20,83,<20,40,80,<20,160,228,204,171,<20,108,<20,51,<20,823,<20,<20,<20,<20,<20,<20,<20,<20
6304,<20,<20,283,<20,58,<20,26,49,<20,116,111,98,119,<20,54,<20,<20,<20,453,<20,<20,<20,<20,<20,<20,<20,<20
6306,<20,<20,122,<20,25,<20,<20,22,<20,50,87,65,86,<20,41,<20,<20,<20,218,<20,<20,<20,<20,<20,<20,<20,<20
6308,<20,<20,208,<20,42,<20,24,39,<20,74,137,126,111,<20,61,<20,23,<20,341,<20,<20,<20,<20,<20,<20,<20,<20
6309,<20,<20,36,<20,<20,<20,<20,<20,<20,22,<20,<20,<20,<20,<20,<20,<20,<20,65,<20,<20,<20,<20,<20,<20,<20,<20
6311,<20,<20,64,<20,<20,<20,<20,<20,<20,<20,38,31,24,<20,<20,<20,<20,<20,89,<20,<20,<20,<20,<20,<20,<20,<20
6312,<20,23,507,<20,110,<20,49,100,<20,217,425,389,377,34,202,42,105,<20,936,<20,<20,<20,<20,<20,<20,47,<20
6313,<20,<20,21,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,44,<20,<20,<20,<20,<20,<20,<20,<20
6315,<20,<20,281,<20,48,<20,20,35,<20,108,175,140,130,<20,63,<20,27,<20,454,<20,<20,<20,<20,<20,<20,<20,<20
6316,<20,<20,21,<20,<20,<20,<20,<20,<20,21,26,22,20,<20,<20,<20,<20,<20,48,<20,<20,<20,<20,<20,<20,<20,<20
6317,<20,<20,419,<20,83,<20,43,64,<20,172,423,367,384,34,193,48,81,<20,779,<20,<20,<20,<20,<20,<20,34,<20
6318,<20,<20,37,<20,<20,<20,<20,<20,<20,28,53,40,48,<20,<20,<20,<20,<20,81,<20,<20,<20,<20,<20,<20,<20,<20
6320,<20,<20,50,<20,<20,<20,<20,<20,<20,28,60,51,55,<20,24,<20,<20,<20,106,<20,<20,<20,<20,<20,<20,<20,<20
6321,<20,<20,58,<20,<20,<20,<20,<20,<20,20,54,43,28,<20,<20,<20,<20,<20,93,<20,<20,<20,<20,<20,<20,<20,<20
6322,<20,<20,37,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,52,<20,<20,<20,<20,<20,<20,<20,<20
6323,<20,<20,123,<20,36,<20,<20,<20,<20,63,90,75,81,<20,40,<20,<20,<20,238,<20,<20,<20,<20,<20,<20,<20,<20
6324,<20,<20,403,<20,72,<20,31,86,<20,144,287,253,252,34,135,21,47,<20,670,<20,<20,<20,<20,<20,<20,37,<20
6326,<20,<20,44,<20,<20,<20,<20,22,<20,<20,30,24,25,<20,<20,<20,<20,<20,73,<20,<20,<20,<20,<20,<20,<20,<20
6327,<20,<20,25,<20,<20,<20,<20,<20,<20,<20,<20,<20,21,<20,<20,<20,<20,<20,36,<20,<20,<20,<20,<20,<20,<20,<20
6328,<20,<20,24,<20,<20,<20,<20,<20,<20,22,33,28,21,<20,<20,<20,<20,<20,55,<20,<20,<20,<20,<20,<20,<20,<20
6330,22,40,"4,403",62,824,31,301,734,<20,"1,509","2,596","2,219","2,060",360,980,159,447,26,"7,039",<20,<20,<20,25,46,<20,166,132
6331,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
6332,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
6333,<20,<20,754,<20,117,<20,49,174,<20,257,479,405,347,51,186,33,64,<20,"1,206",<20,<20,<20,<20,<20,<20,<20,<20
6335,<20,<20,50,<20,<20,<20,<20,<20,<20,44,73,65,52,<20,28,<20,<20,<20,124,<20,<20,<20,<20,<20,<20,<20,<20
6336,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,23,<20,<20,<20,<20,<20,<20,<20,32,<20,<20,<20,<20,<20,<20,<20,<20
6337,<20,<20,22,<20,<20,<20,<20,<20,<20,<20,45,33,25,<20,<20,<20,<20,<20,34,<20,<20,<20,<20,<20,<20,<20,<20
6338,<20,<20,52,<20,<20,<20,<20,<20,<20,<20,55,44,30,<20,<20,<20,<20,<20,79,<20,<20,<20,<20,<20,<20,<20,<20
6341,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
6343,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
6346,<20,<20,42,<20,<20,<20,<20,27,<20,22,62,60,45,<20,<20,<20,<20,<20,84,<20,<20,<20,<20,<20,<20,<20,<20
6348,<20,<20,133,<20,<20,<20,<20,21,<20,46,47,58,39,<20,<20,<20,<20,<20,204,<20,<20,<20,<20,<20,<20,<20,<20
6350,<20,<20,45,<20,<20,<20,<20,<20,<20,<20,37,24,27,<20,<20,<20,<20,<20,68,<20,<20,<20,<20,<20,<20,<20,<20
6351,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
6352,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
6353,<20,<20,43,<20,<20,<20,<20,22,<20,<20,50,41,32,<20,<20,<20,<20,<20,57,<20,<20,<20,<20,<20,<20,<20,<20
6355,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,32,26,26,<20,<20,<20,<20,<20,35,<20,<20,<20,<20,<20,<20,<20,<20
6356,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
6357,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
6358,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
6359,<20,<20,21,<20,<20,<20,<20,<20,<20,<20,35,29,27,<20,<20,<20,<20,<20,32,<20,<20,<20,<20,<20,<20,<20,<20
6361,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
6363,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
6365,<20,<20,52,<20,<20,<20,<20,22,<20,<20,46,39,29,<20,<20,<20,<20,<20,88,<20,<20,<20,<20,<20,<20,<20,<20
6367,<20,<20,39,<20,<20,<20,<20,<20,<20,<20,33,28,37,<20,29,<20,<20,<20,70,<20,<20,<20,<20,<20,<20,<20,<20
6368,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
6369,<20,<20,89,<20,<20,<20,<20,29,<20,<20,43,36,33,<20,<20,<20,<20,<20,118,<20,<20,<20,<20,<20,<20,<20,<20
6370,<20,<20,51,<20,<20,<20,<20,25,<20,20,45,38,39,<20,21,<20,<20,<20,94,<20,<20,<20,<20,<20,<20,<20,<20
6372,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,29,<20,<20,<20,<20,<20,<20,<20,<20
6373,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
6375,<20,<20,131,<20,20,<20,<20,21,<20,38,74,62,61,<20,22,<20,<20,<20,198,<20,<20,<20,<20,<20,<20,<20,<20
6383,<20,<20,160,<20,25,<20,<20,23,<20,61,72,67,69,<20,46,<20,<20,<20,266,<20,<20,<20,<20,<20,<20,<20,<20
6386,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
6390,<20,<20,105,<20,<20,<20,<20,21,<20,32,92,102,52,<20,32,<20,<20,<20,166,<20,<20,<20,<20,<20,<20,<20,<20
6391,<20,<20,76,<20,<20,<20,<20,26,<20,20,59,52,41,<20,<20,<20,<20,<20,116,<20,<20,<20,<20,<20,<20,<20,<20
6392,<20,<20,61,<20,<20,<20,<20,<20,<20,<20,44,35,26,<20,<20,<20,<20,<20,78,<20,<20,<20,<20,<20,<20,<20,<20
6393,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
6394,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,20,<20,<20,<20,<20,<20,<20,<20,<20
6395,<20,<20,176,<20,22,<20,<20,91,<20,48,175,147,108,<20,42,<20,32,<20,275,<20,<20,<20,<20,<20,<20,<20,<20
6396,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,28,27,20,<20,<20,<20,<20,<20,32,<20,<20,<20,<20,<20,<20,<20,<20
6397,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,21,<20,<20,<20,<20,<20,<20,<20,<20
6398,<20,<20,111,<20,<20,<20,<20,30,<20,24,37,30,38,<20,<20,<20,<20,<20,154,<20,<20,<20,<20,<20,<20,<20,<20
6401,<20,34,913,<20,223,<20,100,92,<20,415,664,620,659,32,376,59,170,<20,"1,697",<20,<20,<20,<20,<20,<20,87,<20
6403,<20,<20,23,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,35,<20,<20,<20,<20,<20,<20,<20,<20
6405,<20,<20,29,<20,<20,<20,<20,<20,<20,<20,26,24,<20,<20,<20,<20,<20,<20,50,<20,<20,<20,<20,<20,<20,<20,<20
6407,<20,<20,99,<20,<20,<20,<20,27,<20,28,69,62,52,<20,25,<20,<20,<20,156,<20,<20,<20,<20,<20,<20,<20,<20
6409,<20,<20,43,<20,<20,<20,<20,<20,<20,<20,42,33,37,<20,25,<20,<20,<20,82,<20,<20,<20,<20,<20,<20,<20,<20
6410,<20,<20,168,<20,25,<20,<20,25,<20,72,109,101,98,<20,52,<20,26,<20,295,<20,<20,<20,<20,<20,<20,<20,<20
6411,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,20,<20,<20,<20,<20,<20,<20,<20,<20
6412,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
6413,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
6414,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
6415,<20,<20,281,<20,56,<20,24,34,<20,119,216,206,199,<20,107,<20,43,<20,505,<20,<20,<20,<20,<20,<20,20,<20
6418,<20,<20,101,<20,<20,<20,<20,<20,<20,30,54,49,45,<20,<20,<20,<20,<20,143,<20,<20,<20,<20,<20,<20,<20,<20
6419,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
6420,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
6421,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,20,<20,<20,<20,<20,<20,<20,<20,<20
6422,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
6423,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,30,<20,<20,<20,<20,<20,<20,<20,<20
6424,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
6425,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
6426,<20,<20,70,<20,<20,<20,<20,<20,<20,28,54,57,54,<20,30,<20,<20,<20,116,<20,<20,<20,<20,<20,<20,<20,<20
6428,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
6429,<20,<20,86,<20,<20,<20,<20,<20,<20,45,78,79,102,<20,71,<20,<20,<20,179,<20,<20,<20,<20,<20,<20,<20,<20
6430,<20,46,841,<20,239,22,76,66,<20,466,"1,156","1,310","1,043",81,554,73,295,<20,"1,833",<20,<20,<20,<20,<20,<20,96,58
6431,<20,<20,<20,<20,<20,<20,<20,<20,<20,61,88,80,185,<20,80,<20,<20,<20,121,<20,<20,<20,<20,<20,<20,38,<20
6432,<20,29,390,<20,148,<20,63,<20,<20,277,604,671,512,<20,300,42,155,<20,973,<20,<20,<20,<20,<20,<20,52,<20
6433,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
6434,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
6436,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,22,<20,<20,<20,<20,<20,<20,<20,<20
6437,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,25,41,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
6438,<20,<20,40,<20,<20,<20,<20,<20,<20,33,69,68,116,<20,73,<20,31,<20,121,<20,<20,<20,<20,<20,<20,<20,<20
6440,<20,<20,31,<20,<20,<20,<20,<20,<20,45,64,62,118,<20,63,<20,<20,<20,119,<20,<20,<20,<20,<20,<20,<20,<20
6442,<20,<20,78,<20,<20,<20,<20,<20,<20,38,142,200,129,<20,80,<20,41,<20,186,<20,<20,<20,<20,<20,<20,<20,<20
6443,<20,<20,94,<20,<20,<20,<20,<20,<20,43,71,71,70,<20,53,<20,34,<20,191,<20,<20,<20,<20,<20,<20,<20,<20
6445,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
6446,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20
